A,B,C,D,E,F,G,H
2,1.2403000000000002,-0.020000000000000018,0.95,0.302,0.127,0.228,0.061999999999999944
2,0.5809,-0.32999999999999996,0.44999999999999996,0.16599999999999998,0.011,0.2021666666666667,-0.34
2,1.099,-0.07999999999999996,0.8999999999999999,0.23825,0.072,0.21183333333333335,-0.05499999999999999
1,1.9468,0.35,1.5,0.62725,0.455,0.26216666666666666,1.262
0,1.1775,-0.030000000000000027,0.95,0.27649999999999997,0.096,0.21916666666666668,0.15499999999999992
2,1.6485,0.20000000000000007,1.1,0.46375,0.3015,0.24200000000000002,0.68
0,1.4915,0.14,1.1,0.39475,0.2185,0.2356666666666667,0.47599999999999987
0,1.9154,0.32000000000000006,1.6,0.65,0.494,0.26566666666666666,1.25
2,1.3031,0.050000000000000044,1.1500000000000001,0.31425000000000003,0.1405,0.217,0.236
0,1.2560000000000002,0.010000000000000009,1.3,0.29674999999999996,0.096,0.2225,0.22999999999999998
1,1.7584000000000002,0.26,1.45,0.599,0.3895,0.2775,1.0699999999999998
1,1.9468,0.35,1.6,0.71475,0.463,0.28950000000000004,1.58
0,1.7741,0.25,1.0,0.50725,0.3055,0.25533333333333336,0.68
1,1.7427000000000001,0.26,1.4000000000000001,0.52725,0.3525,0.26116666666666666,0.809
2,1.1775,-0.030000000000000027,0.8999999999999999,0.27725,0.119,0.21983333333333335,0.0050000000000000044
2,1.6642000000000001,0.22999999999999998,1.3,0.497,0.3905,0.23700000000000002,0.602
2,0.5809,-0.32999999999999996,0.4,0.1635,0.0105,0.20183333333333334,-0.34600000000000003
1,2.1509,0.4700000000000001,1.75,0.94225,0.7175,0.3258333333333333,2.129
0,1.8054999999999999,0.29000000000000004,1.45,0.5735,0.415,0.26483333333333337,0.92
2,0.8635000000000002,-0.19999999999999996,0.65,0.20825,0.0565,0.20433333333333334,-0.19
0,1.8369,0.36,1.85,0.67,0.434,0.28833333333333333,1.31
2,1.3659000000000001,0.050000000000000044,1.05,0.3175,0.136,0.22166666666666668,0.29000000000000004
1,1.8369,0.37,1.5,0.6895,0.4145,0.2705,1.7360000000000002
2,1.8526,0.32000000000000006,1.25,0.5275,0.334,0.25,1.028
1,1.4758,0.13,1.2,0.44099999999999995,0.29,0.2306666666666667,0.47599999999999987
0,1.9154,0.35,1.5,0.721,0.62,0.279,1.0699999999999998
1,1.6171000000000002,0.25,1.35,0.506,0.2665,0.2535,1.1
0,1.7897999999999998,0.28,0.95,0.5635,0.3395,0.2738333333333334,1.0099999999999998
2,1.4915,0.10999999999999999,1.25,0.39325,0.2155,0.23683333333333334,0.45199999999999985
1,1.6956000000000002,0.28,1.35,0.6295,0.2385,0.27366666666666667,1.4
1,1.3031,0.050000000000000044,1.1500000000000001,0.32275,0.1405,0.2255,0.26
0,1.4915,0.14,1.25,0.40474999999999994,0.2165,0.23750000000000002,0.59
2,1.2873999999999999,0.010000000000000009,1.0,0.28225,0.1,0.22183333333333335,0.10999999999999999
0,1.4601000000000002,0.08000000000000007,1.05,0.393,0.231,0.23450000000000001,0.33499999999999996
1,1.9782000000000002,0.4,1.75,0.70525,0.467,0.28933333333333333,1.5740000000000003
2,1.8212,0.29000000000000004,1.7000000000000002,0.739,0.3935,0.27216666666666667,1.4900000000000002
2,1.3659000000000001,0.08000000000000007,1.1500000000000001,0.34625,0.1825,0.226,0.28700000000000003
2,0.7222000000000001,-0.26999999999999996,0.6,0.17575,0.019,0.20483333333333334,-0.18400000000000005
1,1.5857,0.17000000000000004,1.1500000000000001,0.45799999999999996,0.243,0.23583333333333334,0.86
1,1.9154,0.35,1.5,0.70675,0.5195,0.28583333333333333,1.403
1,2.0253,0.44000000000000006,1.75,0.81725,0.667,0.28883333333333333,1.73
1,1.884,0.33000000000000007,1.55,0.67,0.4755,0.2833333333333333,1.2800000000000002
0,1.6642000000000001,0.22999999999999998,1.4000000000000001,0.512,0.3105,0.25583333333333336,0.83
2,1.3816000000000002,0.06000000000000005,1.1,0.33999999999999997,0.197,0.22633333333333333,0.14
2,1.6956000000000002,0.25,1.4000000000000001,0.521,0.32,0.24650000000000002,1.1
1,2.1038,0.5000000000000001,1.55,0.933,0.858,0.313,1.7239999999999998
0,1.3973,0.08000000000000007,1.2,0.37375,0.193,0.23450000000000001,0.38
2,1.1304,-0.07999999999999996,0.8,0.23975,0.074,0.21050000000000002,-0.040000000000000036
2,1.1618,-0.039999999999999925,1.0,0.2605,0.1165,0.20883333333333334,-0.019000000000000017
1,1.9468,0.39,1.7000000000000002,0.681,0.372,0.271,1.6400000000000001
2,1.7427000000000001,0.27,1.4000000000000001,0.5325,0.3945,0.25,0.836
2,1.4444000000000001,0.08999999999999997,1.05,0.3575,0.187,0.229,0.26
0,1.7427000000000001,0.25,1.3,0.53325,0.264,0.256,1.25
1,1.0676,-0.08999999999999997,0.8500000000000001,0.252,0.097,0.20700000000000002,-0.09999999999999998
0,1.6014000000000002,0.18000000000000005,1.35,0.5345,0.3935,0.2485,0.7400000000000001
0,1.9154,0.33999999999999997,1.6500000000000001,0.676,0.498,0.2806666666666667,1.202
0,1.7270000000000003,0.28,1.55,0.60775,0.3645,0.265,1.1
1,2.0567,0.38,1.6,0.752,0.5455,0.2871666666666667,1.5350000000000001
1,1.7270000000000003,0.30000000000000004,1.5,0.5875,0.362,0.2585,1.2590000000000003
2,1.4287,0.07000000000000006,1.35,0.40049999999999997,0.274,0.2331666666666667,0.239
1,1.4444000000000001,0.06000000000000005,1.5,0.41625,0.2085,0.26016666666666666,0.35
0,2.1509,0.4900000000000001,2.05,1.04625,0.8145,0.33866666666666667,2.366
0,2.0253,0.42000000000000004,1.6500000000000001,0.8515,0.5755,0.2838333333333333,2.3270000000000004
0,1.6171000000000002,0.18000000000000005,1.4000000000000001,0.489,0.341,0.24416666666666667,0.31399999999999995
1,1.6328,,1.5,0.514,0.302,0.2525,1.0099999999999998
2,1.6328,0.22999999999999998,1.4000000000000001,0.46875,0.308,0.24450000000000002,0.608
2,1.4758,0.12,1.3,0.41125,0.198,0.23550000000000001,0.59
1,1.8212,0.30000000000000004,2.3499999999999996,0.6855,0.3,0.26866666666666666,1.9700000000000002
0,2.0253,0.37,1.5,0.76075,0.5695,0.2911666666666667,1.58
1,2.0724,0.4,1.75,0.81375,0.556,0.29350000000000004,2.0509999999999997
2,1.6956000000000002,0.26,1.7000000000000002,0.568,0.3725,0.2605,1.04
2,0.6123000000000001,-0.3,0.44999999999999996,0.16874999999999998,0.018,0.202,-0.334
0,2.3079,,2.1,1.26775,1.1705,0.3543333333333334,2.789
0,1.9625000000000001,0.35,1.6,0.69225,0.5005,0.2785,1.463
1,1.8526,0.28,1.4000000000000001,0.6535,0.4775,0.27016666666666667,1.355
1,2.0567,0.45000000000000007,1.9,0.82975,0.564,0.3071666666666667,1.991
0,1.8526,0.33000000000000007,1.6500000000000001,0.7075,0.5165,0.29100000000000004,1.25
1,1.413,0.050000000000000044,1.35,0.369,0.1805,0.23883333333333334,0.26
1,2.1195000000000004,0.4800000000000001,2.1,0.9465,0.686,0.306,2.3000000000000003
2,1.6799000000000002,0.20000000000000007,1.3,0.47850000000000004,0.2835,0.254,0.6499999999999998
0,2.1823,0.4600000000000001,1.5,0.8885000000000001,0.6375,0.30083333333333334,2.18
2,1.7270000000000003,0.25,1.55,0.58625,0.412,0.26233333333333336,1.0550000000000002
2,0.8007000000000001,-0.20999999999999996,0.7000000000000001,0.18675,0.0255,0.20666666666666667,-0.25
2,1.3659000000000001,0.050000000000000044,1.2,0.32299999999999995,0.159,0.228,0.17000000000000004
0,1.9625000000000001,0.39,1.75,0.7967500000000001,0.5805,0.3056666666666667,1.73
1,1.7113000000000003,0.22999999999999998,1.6,0.53575,0.272,0.2485,1.2590000000000003
0,2.1352,0.4800000000000001,2.1,1.04425,0.8345,0.33599999999999997,2.222
0,1.4444000000000001,0.15000000000000002,1.35,0.39675,0.186,0.22816666666666668,0.62
1,2.0567,0.42000000000000004,1.55,0.7947500000000001,0.5345,0.2951666666666667,2.06
1,1.4915,0.12,1.2,0.44575,0.3245,0.2366666666666667,0.362
1,2.1195000000000004,0.44000000000000006,1.75,0.897,0.7365,0.30183333333333334,1.8199999999999998
2,1.0676,-0.07999999999999996,0.8999999999999999,0.2395,0.076,0.2175,-0.07
2,1.8683,0.33999999999999997,1.35,0.61825,0.434,0.26133333333333336,1.322
1,1.5229,0.16000000000000003,1.5,0.4525,0.2155,0.24666666666666667,0.68
2,1.5229,0.13,1.05,0.41025,0.195,0.24100000000000002,0.6920000000000001
1,1.7741,0.30000000000000004,1.75,0.76825,0.5305,0.2818333333333333,1.448
1,1.57,0.16000000000000003,1.4000000000000001,0.46775,0.277,0.24766666666666667,0.6709999999999999
0,1.9939,0.36,2.3499999999999996,0.682,0.413,0.276,1.7600000000000002
2,1.4287,0.15000000000000002,1.2,0.39849999999999997,0.2355,0.2351666666666667,0.377
0,2.0881000000000003,0.44000000000000006,1.75,0.83625,0.606,0.3066666666666667,1.9700000000000002
0,2.2765,0.5399999999999999,1.9,1.3152499999999998,1.253,0.38033333333333336,2.72
0,1.9468,0.33000000000000007,1.45,0.6055,0.375,0.2715,1.2680000000000002
0,1.8526,0.37,1.2,0.6055,0.39,0.26066666666666666,1.3399999999999999
2,1.4758,0.10999999999999999,1.7999999999999998,0.39,0.2055,0.23500000000000001,0.503
1,2.0724,0.4600000000000001,1.7000000000000002,0.8130000000000001,0.519,0.28750000000000003,2.24
2,0.8635000000000002,-0.19999999999999996,0.55,0.19624999999999998,0.038,0.20700000000000002,-0.24400000000000002
0,1.5229,0.21999999999999997,1.5,0.498,0.2405,0.25416666666666665,1.19
1,1.1932,0.0,0.8999999999999999,0.31074999999999997,0.1545,,0.17000000000000004
2,0.4867,-0.39,0.5,0.15875,0.005,0.2011666666666667,-0.37
1,2.1352,0.41000000000000003,1.7000000000000002,0.82175,0.657,0.299,1.73
0,1.7113000000000003,0.28,1.6500000000000001,0.522,0.2875,0.268,1.1
1,1.1618,-0.04999999999999993,1.0,0.26125,0.093,0.20866666666666667,0.07999999999999996
2,1.3973,,0.95,0.33075,0.1415,0.22616666666666668,0.31999999999999995
1,1.9154,0.33000000000000007,1.6,0.68625,0.4835,0.2838333333333333,1.2800000000000002
2,1.1304,-0.06999999999999995,0.8500000000000001,0.24325,0.0675,0.21233333333333335,-0.031000000000000028
0,2.1195000000000004,0.5100000000000001,2.0,0.86925,0.545,0.28883333333333333,2.39
2,1.6171000000000002,0.18000000000000005,1.1,0.4155,0.2415,0.2326666666666667,0.5690000000000001
2,1.2089,0.0,1.25,0.3215,0.1705,0.2245,0.08599999999999997
1,1.4758,0.12,1.2,0.38875,0.2105,0.2351666666666667,0.4999999999999999
2,1.1147,-0.039999999999999925,1.1,0.26175,0.0815,0.2175,0.07999999999999996
1,2.0253,0.45000000000000007,1.9,1.05425,0.7035,0.3295,1.9700000000000002
1,1.7741,0.30000000000000004,1.35,0.64425,0.387,0.24983333333333335,1.46
1,2.0253,0.4,2.25,0.963,0.587,0.3351666666666667,2.06
0,1.8212,0.30000000000000004,1.55,0.56375,0.321,0.26583333333333337,1.0670000000000002
0,1.3816000000000002,0.09999999999999998,1.4000000000000001,0.3755,0.171,0.2235,0.7040000000000001
2,1.3816000000000002,0.10999999999999999,1.6500000000000001,0.3675,0.159,0.23500000000000001,0.44000000000000006
0,1.1618,-0.06999999999999995,0.75,0.257,0.09,0.217,0.020000000000000018
1,1.413,0.08999999999999997,1.2,0.35824999999999996,0.1655,0.2316666666666667,0.41000000000000003
2,1.7741,0.26,1.25,0.47724999999999995,0.2815,0.24633333333333335,0.86
2,1.2717,0.020000000000000018,0.95,0.32125000000000004,0.1785,0.22133333333333335,0.11299999999999999
2,1.5229,0.16000000000000003,1.4000000000000001,0.48650000000000004,0.2175,0.24333333333333335,0.7699999999999999
1,1.2246000000000001,-0.020000000000000018,1.25,0.30274999999999996,0.121,0.22733333333333333,0.14
1,1.7584000000000002,0.21999999999999997,1.6,0.56075,0.342,0.26133333333333336,1.1179999999999999
0,1.9468,0.32000000000000006,1.6,0.62525,0.4915,0.26666666666666666,0.9680000000000001
1,1.8212,0.30000000000000004,1.7000000000000002,0.63525,0.4615,0.2773333333333333,1.088
0,1.9939,0.45000000000000007,1.6,0.7475,0.5435,0.28200000000000003,1.6100000000000003
2,1.6799000000000002,0.17000000000000004,1.7999999999999998,0.69175,0.4955,0.2765,1.424
2,1.413,0.12,1.25,0.375,0.191,,0.46999999999999986
2,1.3973,0.07000000000000006,1.0,0.39475,0.2745,0.22866666666666668,0.263
2,1.0048000000000001,-0.12,0.7000000000000001,0.2165,0.0585,0.20850000000000002,-0.15400000000000003
2,1.1461000000000001,-0.07999999999999996,1.1500000000000001,0.259,0.0935,0.21483333333333335,0.020000000000000018
2,1.6328,0.21999999999999997,1.4000000000000001,0.44975,0.242,0.24583333333333335,0.6920000000000001
2,1.3188,0.030000000000000027,1.1,0.35125,0.1855,0.22766666666666668,0.20899999999999996
1,1.7270000000000003,0.21000000000000008,1.25,0.47550000000000003,0.2965,0.24566666666666667,0.8000000000000002
2,1.0362,-0.10999999999999999,0.65,0.22225,0.058,0.21066666666666667,-0.09699999999999998
0,0.8792000000000001,-0.19,1.0,0.20825,0.0545,0.20950000000000002,-0.22000000000000003
0,2.0096000000000003,0.37,1.5,0.6990000000000001,0.5195,0.274,1.505
1,1.7427000000000001,0.21000000000000008,1.2,0.6065,0.4585,0.26533333333333337,0.8389999999999999
2,1.3659000000000001,0.06000000000000005,1.1,0.33999999999999997,0.1515,0.2315,0.26
1,1.6485,0.21000000000000008,1.6,0.479,0.2655,0.23750000000000002,0.9500000000000001
2,1.0519,-0.07999999999999996,0.8999999999999999,0.24175,0.078,0.20800000000000002,-0.010000000000000009
0,1.8683,0.33999999999999997,1.5,0.59575,0.359,0.27016666666666667,1.0699999999999998
0,1.5229,0.17000000000000004,1.25,0.38875,0.2,0.22616666666666668,0.62
2,1.4758,0.15000000000000002,1.05,0.384,0.1665,0.23600000000000002,0.62
1,2.0410000000000004,0.41000000000000003,1.6500000000000001,0.8285,0.5725,0.2936666666666667,2.18
1,1.6642000000000001,0.21999999999999997,1.3,0.49824999999999997,0.302,0.2645,0.8000000000000002
2,0.8635000000000002,-0.19,0.75,0.20525,0.045,0.20950000000000002,-0.19
0,1.4758,0.14,1.7999999999999998,0.405,0.1915,0.24283333333333335,0.5750000000000001
1,1.8683,0.33000000000000007,1.45,0.7035,0.402,0.2805,1.46
2,1.4601000000000002,0.12,1.05,0.376,0.22,0.253,0.22099999999999997
0,2.0881000000000003,0.45000000000000007,1.6500000000000001,0.8190000000000001,0.5515,0.31916666666666665,1.6999999999999997
0,1.5543,0.20000000000000007,1.55,0.55425,0.2345,0.23850000000000002,1.6999999999999997
1,2.0881000000000003,0.5100000000000001,1.9500000000000002,0.86925,0.581,0.318,1.7600000000000002
0,1.4287,0.08000000000000007,1.35,0.381,0.1675,0.2526666666666667,0.31999999999999995
0,1.5543,0.18000000000000005,1.5,0.5765,0.3285,0.263,1.2200000000000002
0,2.2765,0.41000000000000003,1.85,1.139,1.026,0.3418333333333333,2.3030000000000004
0,2.0410000000000004,0.44000000000000006,1.9500000000000002,0.988,0.693,0.3466666666666667,2.42
0,1.9468,0.33999999999999997,1.35,0.6597500000000001,0.5315,0.26683333333333337,1.085
0,1.7741,0.26,1.3,0.542,0.3495,0.26283333333333336,0.878
2,1.3502,0.040000000000000036,1.1,0.33375,0.1675,0.234,0.22999999999999998
1,1.6799000000000002,0.32000000000000006,1.45,0.54375,0.3395,0.26683333333333337,0.8000000000000002
1,1.8212,0.32000000000000006,1.5,0.70775,0.5575,0.27516666666666667,1.3399999999999999
2,1.7584000000000002,0.29000000000000004,1.55,0.58675,0.3005,0.26966666666666667,1.25
2,1.2089,-0.039999999999999925,1.25,0.272,0.102,0.21266666666666667,0.10999999999999999
2,1.0205000000000002,-0.14999999999999997,0.75,0.2195,0.0565,0.21066666666666667,0.14
1,1.2717,0.050000000000000044,1.1,0.32775,0.151,0.221,0.30200000000000005
0,1.9625000000000001,0.33999999999999997,1.45,1.04275,0.675,0.2823333333333333,1.5470000000000002
0,2.2608,0.57,2.2,1.107,0.9155,0.3493333333333334,2.4739999999999998
0,1.8683,0.30000000000000004,1.45,0.6295,0.463,0.26883333333333337,1.121
0,1.4758,0.18000000000000005,1.5,0.46775,0.2185,0.2295,1.13
1,1.9154,0.39,1.75,0.7817500000000001,0.53,0.305,1.673
2,1.57,0.17000000000000004,1.2,0.40800000000000003,0.197,0.24350000000000002,0.59
2,1.0676,-0.07999999999999996,0.8,0.25,0.08,0.2185,-0.07
2,1.1932,-0.030000000000000027,0.95,0.27149999999999996,0.0895,0.22216666666666668,0.04999999999999993
1,2.2294,0.5499999999999999,1.75,0.9275,0.6465,0.3235,2.72
2,1.0519,-0.07999999999999996,1.0,0.246,0.0785,0.2195,0.020000000000000018
2,0.9891000000000001,-0.12,0.8500000000000001,0.23575000000000002,0.071,0.21150000000000002,-0.07900000000000001
1,1.5072,0.17000000000000004,1.35,0.41800000000000004,0.1895,0.24733333333333335,0.6379999999999998
0,1.5857,0.20000000000000007,1.5,0.5375,0.3445,0.25233333333333335,0.7099999999999999
0,1.2089,-0.010000000000000009,0.95,0.3175,0.147,0.23133333333333334,0.14
1,1.8526,0.29000000000000004,1.3,0.71625,0.3825,0.278,1.52
0,1.6014000000000002,0.21000000000000008,1.25,0.49624999999999997,0.327,0.2516666666666667,0.6829999999999999
2,0.7065,-0.27999999999999997,0.44999999999999996,0.17325,0.025,0.20500000000000002,-0.31000000000000005
1,2.1038,0.42000000000000004,1.55,0.789,0.5605,0.3015,1.7479999999999998
0,1.099,-0.08999999999999997,0.65,0.2395,0.0705,0.21283333333333335,-0.040000000000000036
2,,-0.09999999999999998,1.0,0.35075,0.1725,0.221,0.353
1,1.9939,0.4,1.7999999999999998,0.77825,0.539,0.29733333333333334,1.6999999999999997
0,1.4915,0.13,1.4000000000000001,0.45875,0.202,0.24816666666666667,0.7400000000000001
2,1.1775,-0.04999999999999993,0.95,0.26475,0.095,0.21816666666666668,-0.0040000000000000036
2,1.8212,0.32000000000000006,1.4000000000000001,0.56475,0.3915,0.255,1.028
0,2.2451,0.5000000000000001,1.75,1.0625,0.938,0.3268333333333333,2.24
2,1.1461000000000001,-0.06999999999999995,1.35,0.26075,0.105,0.21566666666666667,-0.03700000000000003
0,,0.20000000000000007,1.4000000000000001,0.47575,0.2455,0.2555,0.7099999999999999
1,1.8997,0.36,1.75,0.7342500000000001,0.4815,0.2768333333333334,1.7360000000000002
1,1.8369,0.31000000000000005,1.3,0.58775,0.411,0.26883333333333337,0.9500000000000001
2,1.7270000000000003,,1.55,0.606,0.495,0.26016666666666666,0.83
1,2.2294,0.5100000000000001,1.7000000000000002,0.885,0.5375,0.32666666666666666,2.186
2,1.1618,-0.04999999999999993,1.0,0.26,0.094,0.21500000000000002,-0.010000000000000009
0,1.8054999999999999,0.27,1.4000000000000001,0.57275,0.401,0.26366666666666666,0.932
2,0.8321000000000001,-0.18,0.6,0.19824999999999998,0.0425,0.20733333333333334,-0.22000000000000003
2,1.3816000000000002,0.08999999999999997,1.3,0.37475,0.209,0.22783333333333333,0.404
0,1.9782000000000002,0.37,1.55,0.789,0.637,0.2916666666666667,1.46
2,1.0833,-0.08999999999999997,0.95,0.2415,0.075,0.21283333333333335,-0.040000000000000036
0,1.7584000000000002,0.31000000000000005,1.55,0.5485,0.34,0.26333333333333336,1.0550000000000002
2,0.9734,-0.13999999999999996,0.7000000000000001,0.21225,0.0505,0.20883333333333334,-0.17200000000000004
0,1.6799000000000002,0.24,1.5,0.49975,0.2575,0.251,1.04
1,2.0724,0.45000000000000007,1.6,0.7885,0.4975,0.30633333333333335,1.964
2,1.2089,-0.039999999999999925,1.0,0.28775,0.1305,0.22033333333333335,0.03499999999999992
2,1.6642000000000001,0.24,1.4000000000000001,0.48824999999999996,0.256,0.26183333333333336,0.848
2,1.1304,-0.05999999999999994,0.8500000000000001,0.25925,0.1065,0.21266666666666667,-0.028000000000000025
2,1.6328,0.20000000000000007,1.1,0.4485,0.2935,0.23850000000000002,0.5599999999999999
1,1.8526,0.33000000000000007,1.5,0.6485,0.392,0.28200000000000003,1.6400000000000001
2,0.9891000000000001,-0.13,0.75,0.21425,0.051,0.20933333333333334,-0.15700000000000003
2,1.0833,-0.08999999999999997,0.95,0.24725,0.0925,0.21233333333333335,-0.07
1,1.2873999999999999,0.040000000000000036,1.1500000000000001,0.3435,0.165,0.2335,0.19099999999999995
2,1.7270000000000003,0.30000000000000004,1.3,0.552,0.3375,0.24683333333333335,0.9800000000000001
2,1.3502,0.050000000000000044,0.8999999999999999,0.3625,0.217,0.229,0.17000000000000004
0,1.7897999999999998,,1.75,0.62075,0.3805,0.27616666666666667,1.298
0,1.7584000000000002,0.28,1.6,0.70575,0.5035,0.29283333333333333,1.1600000000000001
2,1.6799000000000002,0.21999999999999997,1.3,0.45375,0.268,0.24083333333333334,0.785
1,1.7741,0.41000000000000003,2.1,0.78825,0.501,0.29300000000000004,1.73
1,2.0567,0.43000000000000005,1.7999999999999998,0.856,0.6195,0.2828333333333333,2.5820000000000003
2,1.2089,0.0,0.8999999999999999,0.27349999999999997,0.1225,0.21466666666666667,0.0050000000000000044
1,2.0096000000000003,0.45000000000000007,1.75,0.841,0.646,0.30383333333333334,1.8199999999999998
0,1.8997,0.29000000000000004,1.4000000000000001,0.641,0.4295,0.2695,1.37
0,1.9782000000000002,0.39,1.75,0.7847500000000001,0.605,0.29033333333333333,1.568
2,1.3188,0.050000000000000044,1.0,0.33399999999999996,0.1675,0.22083333333333335,0.281
0,1.7584000000000002,0.28,1.6,0.58225,0.3305,0.26916666666666667,1.1600000000000001
0,1.5543,0.20000000000000007,1.2,0.48024999999999995,0.2605,0.2536666666666667,0.7400000000000001
0,1.9154,0.30000000000000004,1.9,0.69025,0.517,0.2831666666666667,1.3609999999999998
1,1.9311,0.35,1.55,0.6635,0.447,0.2833333333333333,1.31
1,2.2765,0.5200000000000001,1.85,1.046,0.873,0.32233333333333336,2.21
1,2.0410000000000004,0.44000000000000006,1.9500000000000002,0.96375,0.689,0.3301666666666667,2.192
0,2.0253,0.4,1.7999999999999998,0.8805000000000001,0.5985,0.2808333333333333,2.234
1,1.413,0.12,1.25,0.40325,0.222,0.23500000000000001,0.5599999999999999
0,1.884,0.31000000000000005,1.7000000000000002,0.74575,0.696,0.2798333333333333,1.04
0,1.7270000000000003,0.25,1.55,0.60875,0.2775,0.281,1.6100000000000003
1,1.3816000000000002,0.08999999999999997,1.05,0.36424999999999996,0.165,0.22766666666666668,0.392
1,1.6328,0.22999999999999998,1.45,0.55225,0.3325,0.2575,1.31
2,1.5386,0.18000000000000005,1.2,0.40549999999999997,0.2205,0.23433333333333334,0.6469999999999999
1,1.5543,0.20000000000000007,1.55,0.47224999999999995,0.242,0.24416666666666667,0.83
2,1.4915,0.12,1.1,0.376,0.191,0.233,0.38
1,1.7741,0.28,1.35,0.565,0.393,0.25783333333333336,1.028
1,1.6328,0.21000000000000008,1.45,0.5645,0.3535,0.25616666666666665,0.83
1,1.7270000000000003,0.22999999999999998,1.7999999999999998,0.73275,0.502,0.30033333333333334,1.4660000000000002
2,1.6171000000000002,0.12,1.25,0.38625,0.1815,0.24166666666666667,0.42800000000000005
0,1.6328,0.21999999999999997,1.1500000000000001,0.535,0.263,0.25233333333333335,1.1600000000000001
0,1.6799000000000002,0.21999999999999997,1.35,0.581,0.2855,0.25083333333333335,1.52
2,0.8792000000000001,-0.18,0.75,0.20975,0.053,0.20883333333333334,-0.22000000000000003
2,1.413,0.07000000000000006,1.05,0.3735,0.2335,0.251,0.31399999999999995
1,,0.15000000000000002,1.2,0.38025,0.1775,0.2366666666666667,0.4999999999999999
1,1.9939,0.39,0.15,0.7282500000000001,0.5115,0.3026666666666667,1.331
0,1.7270000000000003,0.25,1.5,0.56575,0.411,0.25883333333333336,0.8989999999999999
0,1.6642000000000001,0.21000000000000008,1.25,0.47575,0.2715,0.2535,0.7160000000000001
1,1.7113000000000003,0.26,1.6,0.572,0.3945,0.26183333333333336,0.9860000000000001
1,1.6014000000000002,0.15000000000000002,1.1,0.44025000000000003,0.2865,0.23933333333333334,0.4879999999999999
0,1.9154,0.35,1.55,0.734,0.554,0.2796666666666667,1.577
0,1.7897999999999998,0.31000000000000005,1.5,0.63,0.387,0.2795,1.25
0,1.7584000000000002,0.22999999999999998,1.45,0.576,0.43,0.26283333333333336,0.83
0,1.8369,0.30000000000000004,1.7999999999999998,0.54975,0.336,0.26183333333333336,1.0219999999999998
2,1.0205000000000002,-0.05999999999999994,1.0,0.2425,0.08,0.21450000000000002,-0.010000000000000009
0,1.884,0.33999999999999997,1.6,0.747,0.5625,0.3015,1.181
0,1.8212,0.30000000000000004,1.75,0.684,0.425,0.26766666666666666,1.52
0,2.1195000000000004,0.42000000000000004,1.7000000000000002,0.9135,0.809,0.306,1.6460000000000004
1,1.413,0.09999999999999998,1.35,0.43000000000000005,0.231,0.24566666666666667,0.46999999999999986
0,2.0410000000000004,0.39,1.7000000000000002,0.788,0.6215,0.2768333333333334,1.9940000000000002
1,1.5857,0.21999999999999997,1.5,0.472,0.285,0.24833333333333335,0.86
2,1.2560000000000002,0.030000000000000027,0.8999999999999999,0.315,0.151,0.22266666666666668,0.07999999999999996
2,1.1304,-0.05999999999999994,0.8999999999999999,0.25375,0.098,0.21300000000000002,-0.028000000000000025
2,0.5495,-0.35,0.5,0.16175,0.008,0.2011666666666667,-0.35200000000000004
0,1.6014000000000002,0.21000000000000008,1.3,0.50875,0.3725,0.2526666666666667,0.62
2,1.8054999999999999,0.30000000000000004,1.45,0.586,0.4675,0.26,0.902
1,1.9939,0.41000000000000003,1.7000000000000002,0.7817500000000001,0.512,0.30733333333333335,1.73
0,1.8369,0.35,1.5,0.6825,0.5315,0.26633333333333337,1.331
1,1.8683,0.31000000000000005,1.55,0.68025,0.5135,0.27216666666666667,1.4
1,2.0410000000000004,0.42000000000000004,1.75,0.8250000000000001,0.575,0.3051666666666667,1.931
2,1.4601000000000002,0.050000000000000044,1.4000000000000001,0.5307499999999999,0.362,0.25116666666666665,0.854
0,2.3079,0.58,2.25,1.028,0.637,0.3135,3.0799999999999996
2,1.8054999999999999,0.30000000000000004,1.35,0.56225,0.3375,0.2705,1.0339999999999998
1,1.5386,0.14,1.4000000000000001,0.4425,0.243,0.23833333333333334,0.7699999999999999
0,2.0096000000000003,0.38,1.4000000000000001,0.747,0.4445,0.2793333333333333,1.85
0,,0.12,1.1500000000000001,0.43975,0.295,0.24650000000000002,0.31999999999999995
2,1.4444000000000001,0.14,1.1,0.34825,0.1485,0.2285,0.473
0,1.8054999999999999,0.30000000000000004,1.85,0.6125,0.342,0.26566666666666666,1.6999999999999997
0,1.5543,0.15000000000000002,1.55,0.638,0.45,0.27616666666666667,1.085
0,1.7270000000000003,0.28,1.6,0.6425,0.4645,0.267,1.2200000000000002
1,1.9625000000000001,0.45000000000000007,1.9500000000000002,0.8260000000000001,0.4505,0.28150000000000003,2.7800000000000002
1,1.57,0.20000000000000007,1.6500000000000001,0.50525,0.27,0.2485,0.9500000000000001
1,1.4601000000000002,0.09999999999999998,1.1,0.35424999999999995,0.165,0.234,0.386
0,1.6485,0.19000000000000006,1.3,0.53175,0.3375,0.2475,0.9500000000000001
0,2.1038,0.42000000000000004,2.0,0.94725,0.6705,0.3281666666666667,2.3030000000000004
0,1.3659000000000001,0.07000000000000006,1.1,0.36924999999999997,0.2075,0.22383333333333333,0.389
1,1.8683,0.27,1.5,0.6,0.4175,0.2566666666666667,1.19
2,1.3973,0.050000000000000044,1.0,0.33899999999999997,0.1795,0.23333333333333334,0.134
